class,value,variable,period,company,link
C,34600000,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-1,0,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-2a,138226036.3,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-2b,26446307.99,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-3,3.94e+08,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-4,112630000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
B,37990000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
C,34600000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-1,0,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-2a,301969.22,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-2b,73801.2,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-3,814266.67,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-4,247786,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
B,89593.08,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
C,85058.33,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
D,72398.83,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-1,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-2a,24268608.73,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-2b,4643228.71,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-3,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-4,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
B,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
C,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
D,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000032/a2018-1ex991061719.htm
A-1,0,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-2a,187619318.65,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-2b,35896553.33,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-4,112630000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
B,37990000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
C,34600000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-1,0,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-2a,162494645.03,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-2b,31089536.7,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-3,3.94e+08,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-4,112630000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
B,37990000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
C,34600000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-1,0,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-2a,348659.23,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-2b,78452.81,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-3,814266.67,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-4,247786,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
B,89593.08,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
C,85058.33,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
D,72398.83,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-1,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-2a,25124673.62,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-2b,4807016.63,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-3,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-4,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
B,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
C,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
D,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000025/a2018-1ex991051519.htm
A-1,0,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-2a,213600448.6,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-2b,40867432.78,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-4,112630000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
B,37990000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
C,34600000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-1,0,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-2a,187619318.65,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-2b,35896553.33,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-3,3.94e+08,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-4,112630000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
B,37990000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
C,34600000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-1,0,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-2a,396940.83,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-2b,92685.35,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-3,814266.67,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-4,247786,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
B,89593.08,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
C,85058.33,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
D,72398.83,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-1,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-2a,25981129.95,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-2b,4970879.45,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-3,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-4,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
B,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
C,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
D,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000020/a2018-1ex991041519.htm
A-1,0,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-2a,238335248.93,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-2b,45599856.31,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-4,112630000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
B,37990000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
C,34600000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-1,0,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-2a,213600448.6,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-2b,40867432.78,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-3,3.94e+08,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-4,112630000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
B,37990000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
C,34600000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-1,0,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-2a,442906.34,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-2b,93587.37,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-3,814266.67,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-4,247786,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
B,89593.08,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
C,85058.33,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
D,72398.83,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-1,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-2a,24734800.33,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-2b,4732423.53,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-3,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-4,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
B,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
C,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
D,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000015/a2018-1ex991031519.htm
A-1,0,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-2a,264369102.38,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-2b,50580823.17,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-4,112630000,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
B,37990000,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
C,34600000,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-1,0,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-2a,238335248.93,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-2b,45599856.31,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-3,3.94e+08,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-4,112630000,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
B,37990000,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
C,34600000,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-1,0,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-2a,491285.92,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-2b,115812.02,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-3,814266.67,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-4,247786,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
B,89593.08,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
C,85058.33,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
D,72398.83,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-1,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-2a,26033853.45,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-2b,4980966.86,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-3,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-4,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
B,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
C,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
D,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000010/a2018-1ex991021519.htm
A-1,0,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-2a,288778961.55,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-2b,55251076.84,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-4,112630000,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
B,37990000,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
C,34600000,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-1,0,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-2a,264369102.38,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-2b,50580823.17,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
