class,value,variable,period,company,link
A-3,3.94e+08,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-4,112630000,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
B,37990000,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
C,34600000,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-1,0,InterestDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-2a,536647.57,InterestDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-2b,115948.64,InterestDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-3,814266.67,InterestDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-4,247786,InterestDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
B,89593.08,InterestDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
C,85058.33,InterestDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
D,72398.83,InterestDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-1,0,PrincipalDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-2a,24409859.17,PrincipalDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-2b,4670253.67,PrincipalDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-3,0,PrincipalDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-4,0,PrincipalDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
B,0,PrincipalDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
C,0,PrincipalDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
D,0,PrincipalDistribution,2018-12-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561819000005/a2018-1ex991011519.htm
A-1,0,BeginningNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-2a,314520797.08,BeginningNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-2b,60176172.92,BeginningNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-4,112630000,BeginningNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
B,37990000,BeginningNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
C,34600000,BeginningNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-1,0,EndingNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-2a,288778961.55,EndingNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-2b,55251076.84,EndingNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-3,3.94e+08,EndingNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-4,112630000,EndingNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
B,37990000,EndingNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
C,34600000,EndingNotePrincipalBalance,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-1,0,InterestDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-2a,584484.48,InterestDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-2b,131398.02,InterestDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-3,814266.67,InterestDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-4,247786,InterestDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
B,89593.08,InterestDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
C,85058.33,InterestDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
D,72398.83,InterestDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-1,0,PrincipalDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-2a,25741835.53,PrincipalDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-2b,4925096.08,PrincipalDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-3,0,PrincipalDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-4,0,PrincipalDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
B,0,PrincipalDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
C,0,PrincipalDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
D,0,PrincipalDistribution,2018-11-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000055/a2018-1ex991121718.htm
A-1,0,BeginningNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-2a,343152740.68,BeginningNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-2b,65654223.35,BeginningNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-4,112630000,BeginningNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
B,37990000,BeginningNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
C,34600000,BeginningNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-1,0,EndingNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-2a,314520797.08,EndingNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-2b,60176172.92,EndingNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-3,3.94e+08,EndingNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-4,112630000,EndingNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
B,37990000,EndingNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
C,34600000,EndingNotePrincipalBalance,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-1,0,InterestDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-2a,637692.18,InterestDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-2b,137353.19,InterestDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-3,814266.67,InterestDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-4,247786,InterestDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
B,89593.08,InterestDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
C,85058.33,InterestDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
D,72398.83,InterestDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-1,0,PrincipalDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-2a,28631943.6,PrincipalDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-2b,5478050.43,PrincipalDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-3,0,PrincipalDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-4,0,PrincipalDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
B,0,PrincipalDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
C,0,PrincipalDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
D,0,PrincipalDistribution,2018-10-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000049/a2018-1ex991111518.htm
A-1,0,BeginningNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-2a,370795699.02,BeginningNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-2b,70943054.66,BeginningNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-4,112630000,BeginningNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
B,37990000,BeginningNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
C,34600000,BeginningNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-1,0,EndingNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-2a,343152740.68,EndingNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-2b,65654223.35,EndingNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-3,3.94e+08,EndingNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-4,112630000,EndingNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
B,37990000,EndingNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
C,34600000,EndingNotePrincipalBalance,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-1,0,InterestDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-2a,689062.01,InterestDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-2b,127374.94,InterestDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-3,814266.67,InterestDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-4,247786,InterestDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
B,89593.08,InterestDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
C,85058.33,InterestDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
D,72398.83,InterestDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-1,0,PrincipalDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-2a,27642958.34,PrincipalDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-2b,5288831.31,PrincipalDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-3,0,PrincipalDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-4,0,PrincipalDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
B,0,PrincipalDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
C,0,PrincipalDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
D,0,PrincipalDistribution,2018-09-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000044/a2018-1ex991101518.htm
A-1,10780334.29,BeginningNotePrincipalBalance,2018-08-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000039/a2018-1ex991091718.htm
A-2a,3.92e+08,BeginningNotePrincipalBalance,2018-08-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000039/a2018-1ex991091718.htm
A-2b,7.5e+07,BeginningNotePrincipalBalance,2018-08-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000039/a2018-1ex991091718.htm
A-3,3.94e+08,BeginningNotePrincipalBalance,2018-08-01,CarMax Auto Owner Trust 2018-1,https://www.sec.gov/Archives/edgar/data/1725618/000172561818000039/a2018-1ex991091718.htm
